user_id,stars,reviews
A1Z2EIRMO8RYO8,5,"Love this coffee especially because I don't have to do anything to it! It has the perfect amount of cream and sugar which is great for me because I have more time to get ready in the morning. Some people say it's gross because it is instant coffee and uses hydrogenated oil but it's super great-- plus you're saving money on cream and sugar! Also, I agree with the person who said it tasted like gas station coffee, but we must have different gas stations because everybody (myself include) loves the cappucinos at my gas station!"
A36BKB2KY1YMOQ,1,"It has that super sweet fake marshmallow in cereal taste. It's not great for coffe, but kids would probably love it. I was hoping to actually taste the hazelnut. All you taste is sweetness. It's an overload of the taste buds in all the worst ways. Day one was okay, then progressively it gets worse and worse until now I feel like I have to write a review about it and I don't usually write reviews."
A2I8B37H2TGSID,2,"Was not impressed with this product at all. In fact, it's just sitting in the pantry now. It might be possible to brew a cup of strong coffee, divide it two and then run cappuccino to add as a flavor."
A284MCYI3VF1B9,5,"I love Grove Square Cappuccino - especially the Caramel.  It is wonderful to find a K-cup in yummy flavors that is not too acidy on my stomach (like the Emeril Big Bold Easy my husband drinks).<br />This product is difficult to find in stores; our Wal-Mart was constantly running out because it is so popular, so I am happy to find it on Amazon.  This shipment was fast and the price is great.  Thanks!"
A1B4RVDPHBWREL,5,Ordered on Sunday and arrived on Monday. WOW. We will purchase again and maybe try a different flavor next time.
ANIVQK3UPK90Y,5,"So I thought these were just regular cappuccino cups, when I got them, I saw the Hazelnut and thought oh boy....much to my surprise, they're very tasty!  I've always been a hazelnut fan, but wow!  They're very creamy and flavorful.  So this will be a re-order when I need to re-stock on my cups, very pleased!!"
A3J6JKYJ817HCQ,5,This cappuccino tastes as good as any I have ever bought from a coffee shop.  I love the french vanilla.
AG08SJ3U2ZV6J,5,"My husband is particular about his coffee.  This has a good flavor and he loves it.  It's definitely not traditional coffee though.  This is instant and is like the cappuccino you get out of the machines at gas station rest-stops.  As long as you're not expecting real coffee, it's great!"
A149WNNLXRM7Q1,3,I love cappucchino & carmel. After reading the reviews I decided to go ahead and buy this. The only thing I wish I had done was buy a smaller box. It doesn't taste bad but it isn't so DELISH that I would be running back for more. I am not a real coffee drinker and before Mcdonalds switched over to the stronger mud tasting cap I LOVED theirs so I thought this would taste like it. It is not real sweet (as other reviewers have indicated). I didn't add anything to it but I will have to doctor it up in order to drink all three boxes. I did not taste any aftertaste either. For me it wasn't that bad but it wasn't that GOOD either. It was just ok. I would be willing to try a sample of the French Vanilla. It might taste better.
A3BHZT28G6RUPU,4,"This is not your Starbucks cappuccino, but your gas station cappuccino.  Tastes just like what comes out of the machine at the gas station- if you like those, you'll love these K-Cups.  They work great in the Keurig and the price is good."
A2J8BTZ1Q6O6MQ,5,was very excited to find this product on here. buddy and i at work split the order because we were both hooked on it and couldn't find it at the store. very good tasting
A9ESBS6Q6P5OH,5,Great cappuccino and great buy!  I have shopped the internet and Amazon has the best price!  Would definitly recommend this product.
A181LOC0HE4OAS,3,"These cups are a great choice if you would like something different than regular coffee.  It tastes and looks like General Foods International Coffees, rather than real coffee.  There is no coffee remaining in the pods when it is finished. It is a nice treat."
A2G5994VXZSPLI,5,"I love this coffee. It is wonderful, smoothe and just tastes great! I first tried it locally and loved it. Then, my store no longer planned to carry it so I bought all they had. When I found it on Amazon it was delightful. This is my coffee treat and the rest of the time it is hazelnut coffee, not capuccino."
A2V7HCJ7AOQUT2,5,"for the price of this Cappuccino, I think it is very good, has a slight caramel taste, brews excellent in the Keurig. I will buy again this brand."
A3K6FOS4A16W4M,5,"When I first got my kcup maker i went to walmart and found these kcups,For those who like a really nice creamy cappuccino hazelnut this is delicious. I would not recommend their reg coffee, but the hazel nut cappuccino is the best on the market nothing to add just make and enjoy but i recommend not to use more then 6oz.serving size to get the best flavor, using a larger amount will weaken the flavor very important!they also have vanilla cappuccino and carmel cappuccino which are both very good also."
AMBGMZBIFQOSP,5,"Best hazelnut cappuccino k-cups I've tasted ... these have just the right amount of sweetness, smooth and creamy with a subtle taste of hazelnut ... absolutely awesome!"
A1M5FDTHPODA1S,5,"I loved this and for a Weight Watcher is is so friendly, only 2 Points Plus. Have already ordered it it again and will continue to do so. <a href=""http://www.amazon.com/gp/product/B005K4Q34S"">Grove Square Cappuccino Cups, French Vanilla, Single Serve Cup for Keurig K-Cup Brewers, 12-Count (Pack of 3)</a>"
A3Q60ADOCQ9SQC,5,"this capuccino is very smooth and tastes great.  use the lower water amount for a richer, fuller flavor  but i like it with 10 ounces of hot water.  great alternative to very expensive store bought  capuccino.  french vanilla is excellent also"
A1ZOFN739B9ZKD,4,"This is an instant cappuccino similar to what I have bought in gas stations.  It makes a medium size cup.  It is very sweet and I like it for a change of pace.  Just be aware, this is not coffee shop cappuccino."
A14SXPIYRPWP94,5,This is one of the most delicious coffees i have ever had. i have tried many different brands and this one get my thumbs up. If you love caramel you will love this coffee.
A2DP4PGLT9XC8B,5,"Great tasting coffee, very convenient, no mess, Great when you don't have time, because it's quick and easy, Plus you don't waste coffee, in the morning before work, if you can not finish a pot of coffee.  I just wish they can come out with Irish Cream flavor, My Favorite Cappuccino.."
A243WG123LPNW2,2,"I am not a coffee snob, but I find this strong is very strong in flavor.  I use the large cup selection on my maker and combine it with a cup of regular coffee.  I think it might be ok over ice."
A1UV8UCBOYABKQ,4,I like this cappuccino.  It of course is not like you would get at a coffee place it's more like the powdered stuff you can buy. For my preferance it is a little sweet so I mix it 1/2 with coffee but the tast is good and the price is't bad either.
A39F6S9OFDFF1N,5,This is my favorite wake up coffee for in the morning. It's just too good.I ordered 4-24 count boxes just incase theres a flood in downtown milwaukee......i like to be prepared.
A3QQCEQ33O0GJU,3,Don't brew on high setting if you drink a breafast blend normally becuase you will find these flavored coffees kind of weak.
A3QQCEQ33O0GJU,2,Packaged nicely but after drinking breakfast blends maybe this just seems to weak to really enjoy. They are probably better on the lowest water setting of your Kuerig.
A331XFO5LLMX9P,5,These K cups are delicious.  A great pick-me-up any time of day.  A great gift for a friend<br />who enjoys cappuccino.  Think about a Keurig coffee maker and these k cups for fathers day.
AV5A6X2XH8YL6,5,"The ""non coffee"" Grove Square K-cups are great. Very tasty, convenient, and at a good price. We especially like the sugar free hot cider but the Cappuccino is good too."
ARJ93UOEVKSDW,4,"These Cappuccino cups were waaaayyy too sweet for me, but I rated them with 4 stars because they were delivered quickly and my boyfriend loves them I figured he would be the one drinking them anyway"
A19GSQ4PI3OJS2,5,I will be a repeat buyer of Grove Square French Vanilla Cappuccino. At 54 cents a cup it is worth every penny spent. It has a great French Vanilla flavor and is ready in less than two minutes. No complaints here.
AWITXZ40PNPSM,5,This is a deliscious drink.I have trouble keeping it in stock because all my friends and family go for it the moment they come into my house. Perhaps it wouldn't need tp be quite sp sweet. It is awesome.
A31RPHPK3GTR5M,2,"I bought these knowing they probably wouldn't be great quality, and I was right. They're not horrible, and going down they taste okay. But they leave this really unpleasant aftertaste in your mouth after each sip you take. Probably won't purchase again."
A2ZMII1QSBIC83,5,So glad these are available!! Not having to go out to get a french vanilla cappuccino is great! We love these!
A1KB8EA3SAFPEH,5,"I'm not a big coffee drinker as I hate the bitterness.  These k-cups changed the way I think of coffee completely.  They are delicious!  My husband does miss the bitterness of regular coffee and I have some friends who think its a bit too sweet so they do a half and half mixture, but for me... perfection!"
AHGYQEFZCA0YX,4,"I purchase a wide variety of k cups for the office staff. This is a favorite amount those who like sweet, flavored coffee. I know it's instant, but those who like it, like it a lot!"
AE93H5CYKWA4E,5,"This is the best tasting cappuccino, ever! Just like the yummy gas station stuff that I love. I always look forward to drinking this every day=)"
A2QQRDGHF3LYBN,5,"Great Flavor with decent price, much better than spending fortune on a daily basis at starbucks!!!! I wish the price will be fixed and don't change every week....."
A27F823KF94F7F,5,tastes like the convenient store stuff from the machine. Its probably mad eof crap but it tastes good and great price.
A1RRD8ELL7D2II,5,"I ordered the Grove Square Cappuccino cups, Hazelnut.  The price was right, so I figured why not.  I prepared a cup & Had to run out, so I took it with me, I took a few sips & it was really yummy. I had to run in for a short meeting & left the cup in the car.  It was a cool day & when I got back to the car, my coffee was cold. I picked it up & took a sip, I was pleasantly surprise at the creamy cold taste, it was fabulous.  So now I drink it cold & hot. Very satisfied with the taste & creamines. So glad I tried it.  Thanks Amazon.<br /><br />Sylvia Lorenzano"
A3SV2J54PZER9C,5,Excellent flavored coffee. Medium brew setting is perfect. I have non-coffee drinkers enjoying this particular brew. The price is right also. It is one of the least expensive brews on the market that don't disappoint the drinker.
A3DQY7X2COG92Z,5,"My wife and I really enjoy this coffee after a meal, as dessert. Unlike other Keurig pods we've had before, this coffee contains all of the cream, sugar, and flavor built in. We really have enjoyed this coffee."
A1OOP5I3H77UNE,5,this stuff is wonderful.  Nice and sweet.  The caramel is also great.. Much better than real coffee and cheaper too.
AN6E96XC8T5VW,5,"I ordered these for my husband, because he always stops by the local well known coffee shop and gets a french vanilla cappuccino. Well he LOVES the flavor and smell of these. He said "" No more buying out....infact it taste even better!"" I will be ordering more!!"
A2UOVBZUMDZ5CX,4,This is pretty good for it being a mix.  Had good flavor and it's a good on the go beverage.  Nothing needs to be added.
A2BCW971WNEKXM,5,"This is such a wonderful break from regular coffee.  We enjoy being able to ""switch it up"" from time to time -- it's quick, convenient and yummy!"
A1SI4WG4DVLJS1,5,Cappuccino in a K cup is a great idea. It's quick and easy and tastes great. It is just the right mixture and not overpowering.
A1AULQPZ7BH5Y5,4,"I decided to try this as something different from coffee and it is really good...easy to use, of course, and cheaper than having to leave home to get a cappuccino!"
A1GD2URTB9KU4X,5,"These cappuccino k cups are perfect! Before I had a Keurig machine I used to buy the General Foods International French vanilla cappuccino, it is really expensive and not nearly as good as this. I have not tried any other cappuccino k cups so I have no other k cup cappuccinos to compare it to but I drink this every day and love it! It's cheaper than my Husbands k cups coffee, cappuccino is never cheaper than coffee! I compare it to the Irving convenience store's cappuccino. It's a great daily treat!"
A1AWWGXPHZIWRO,4,Love these cappuccinos but because I live in Canada I will not be able to get them much longer. Why?
A29SUSSWXULNVU,4,A very enjoyable sweet treat; love the taste and the price. It's a lot less expensive than going to the convenience store in the mornings.
A2OIH61PAAW602,5,I absolutely LOVE this product. I order and reorder this product every time I need to spend a little more money to get my free shipping with amazon. This is always my go to product. Everyone I have had try this product really loves it and ask me for to give them the product info which I do. I want to help support this company by all means. Thank you for a great product.
ANTR35ZS06V9P,5,"I ordered three different flavors for a birthday gift to go along with the Keurig brewer.  I tried the caramel, hot chocolate, and hazelnut, and they were all excellent.  Rich in flavor and very easy to use.  I am going to buy a Keurig now.  The whole purchase was great.  I will be buying from them again."
AI0HZNZSZNFPT,5,These are great for your morning coffee without having to have any cream or sugar.These are delicious and easy to use in K Cup form.
A1XPFCBNCJ32SC,5,This is the best K-cups I have found.  You don't have to add milk or sugar.  It's all there.  Love it.
A3U3ZZ8MFCA52I,5,"Great taste for me. Cup has sweetener and cream, coffee is ready to drink, if you like these both. I am not sure of calories, but I do need to count them"
A1RZP06XLJV3LC,3,The box had been opened before and was taped with Scotch tape Several of the kcups were leaking into the box and had to be tossed That is the first time that has happened but I was very disappointed.
A1Y6ZRLRN9715N,5,"I have been very happy with the Grove Square K-Cup products.  I really like the creamy Cappuccino French Vanilla flavor.  The French Vanilla is great when you want a coffee that's creamy with a light flavor.  Great Price, cost less then other K-Cups which is also a great selling point!  I also like Grove Square Dark Chocolate Hot Cocoa, Grove Square Caramel Apple Cider, and think the Grove Square Medium Roast is okay (it is an instant coffee, so it's lighter in flavor but still good)."
A2CBPZWVCK2F3A,5,This cappuccino is fabulous and very reasonably priced! It's like instant dessert from your Keurig with a smooth caramel flavor! I've also ordered the vanilla and love it just as much.
A2IFOVH5AC8DYB,1,Pure garbage do not even bother to buy this! Tastes like mud in a cup gross. To those who say it tastes like gas station cappuccino...I have no idea where you get yours but by my area they taste great and better than this crap of a kcup!
AXL5GJLYKKLMX,5,This is my new favorite coffee.  I have tried over 20 different k-Cup brands and flavors and this one beats them all.  It comes out of the coffee machine looking like chocolate milk and has a very great French Vanilla flavor.  I would highly recommend this flavor.
A20KJ6OVTEQREG,5,gf loves it  says taste  great  cheap enoiugh  would deffinatly buy again  if you drink coffee  enjoy this one  i hate  coffee
A1O8LBX4PB9H7P,5,"This is one of my favorite K Cups out now.Very good cappuccino,and the price is right.I highly recommend this to anybody!!!"
A1FK6GLHTRGT54,4,I really like this product and at such a low price. I am happy anytime I can buy k-cups for 50 cents or less per cup. Has good flavor and my only complaint would be if you use the biggest cup setting it's a little too weak so I use the middle setting.
A7L60X4U75U3J,5,"I make these on the small cup setting and they are yummy, but not a suitable replacement for a good cup of coffee.  I bought them for my 11 year old daughter and they work perfectly because you don't need to add any sugar or cream."
A21CZIJ7LXR1A1,4,"Don't get me wrong, this is a good coffee. Only reason for the 4 stars; I am partial to the Hazelnut Cappuccino. We all have different tastes, you may love it, so I recommend you try it. Good pricing, worth a try. Remember, it you don't like it, I believe you can return it."
A21CZIJ7LXR1A1,5,"These are not sold on Keurig website and this is the only place I will buy them, due to good pricing. Another coffee that gives me the caffeine I need PLUS it's so, so tasty. Like having dessert ... wonderful and delicious! Yes, redundant, but it's that good! Give it a try."
AKNBHZEDXO1L6,5,Love this cappuccino. Had a hard time finding it. So ordered in bulk :) Will continue ordering. Both my husband and I love it.
A2H3BO8G0NXA0T,5,Every bit as good as from mt favorite coffee shop.  I will definitely order again!  The price was great too!
AKJHHD5VEH7VG,3,"Even brewing into my smallest cup, this blend is on the weak and watery side.  I'm not a fan but my husband seems to like it.  Go figure."
A3DW1BRVOGP1KJ,5,This is the 2 nd time I've ordered this flavor. I love the taste of it. But if u want it sweeter put a little sugar (I use Truvia) & I also put one Carmel Macchiato single creamer. Don't forget to use the 6-8oz setting
A1XYA26VZKTZR0,4,"My wife loves our local Road Ranger gas station cappuccino. Nothing else will do, until now. I no longer have to go out in the cold/rain as long as I keep these in stock."
A25WUHRRU995BX,5,"Terrific value and it tastes great, the perfect blend of flavors and sweetness! I love it! I am not a big coffee fan, so finding a cappuccino for a reasonable price is exactly what I was looking for!"
A8TPMYYCV00OB,5,I will order more of this item asap! great stuff. I was hooked the first time that i tried it.
A3CRMAEORXLYZH,2,"way too sweet by itself.<br /><br />however this and a bold coffee makes a pretty good mix.  just do 5oz of this then replace, and do a 5oz of a bold coffee of your choice in the same cup.  then stir."
A45TN8TJF1T5C,5,Groveland French Vanilla Cappuccino was very good!  The product was delivered as described & quickly.<br />I would purchase this product again!
A2V5073VJ0SZCV,4,"Wow, these k cups are so yummy and perfect if you are on the go. They don't require cream and sweetener so just brew and go! The only thing I would like better is if they were sugar free using a sugar substitute and were lower fat or fat free. They do taste yummy though and for the price, you can go wrong!"
A18ZB4D4Y35516,5,I thought Gloria Jean's cappuccino was good--but Grove Square cappuccino is much better!  It is smoother and creamier--and it costs less.  I'll be ordering more soon.
A2OI9SGT50H3K0,5,"I just received the Vanilla Cappuccino, this is GREAT!  This one has to be my favorite out of the hazlnut & carmel.  It's sweet, but not too sweet...you don't even have to add any creamer to it.  I will be back for MORE!"
AN8JG566B238N,4,"Nice price, fast shipping. A Keurig machine is not necessary to brew. I found the product to be very sweet so I add it to 12 ounces of hot water rather than the 8 ounces in the directions."
A3NS0YMSWNF8HP,5,I bought this coffee after reading multiple reviews that it was just like gas station cappuccino (which I LOVE). Turns out it really is! It has that sweet creamy vanilla taste that requires absolutely no creamers or sugar!I am so pleased that I don't have to go to my local gas station to enjoy this sweet treat anymore!
A2QWH8G7X342CT,5,coffee goes down very smoothly. taste like very expeensivese coffee when the prices is clearly very affordable. Hope everyone tries it it is very affordable.
A1WU99RI2DTTJZ,5,"I must admit up front that I don't really drink cappuccino. I'm a fan of stronger, black coffees and espressos. I purchased this for other family members and friends who visit. That said, I did taste it and it tastes, well, like cappuccino: ceamy, light, sweet. Almost like hot chocolate if hot chocolate were made of coffee.<br /><br />The price was very good with subscribe and save and still shipped pretty fast, I think it even arrived within 2 days, though as I recall when one uses subscribe and save, in exchange for that extra discount one loses the free 2-day shipping. In any case, it arrived very quickly and the price was 11.xx I think for a 24 pack which is ok for Keurigs on Amazon. I usually expect to pay under 50 cents a cup for my favorite coffees, and this didn't disappoint.<br /><br />There's not much else I can say about this... the cups themselves seemed to require a little bit of a harder push than usual to puncture the bottom in the machine - the first time around it didn't puncture, but closing the top harder the second time worked. I've seen this issue before with a box I got from Sam's Club."
A15DMJJSZ6EU3Q,4,"I love this cappuccino for my Keurig!  It is the only product I use with it.  I just wish they would come out with more flavors, like White Chocolate Mocha, or something."
A1NHOU6YM1KQBV,5,"I'm a vanilla coffee-aholic, and I love this product!!!  I usually use the medium or large setting on my Keurig for one cup, or one of each when I fill my thermos.  What I love about this product is that I don't have to add any additional creamer or milk or sugar, it's just perfect!"
AVSGS2B4ANK97,5,We were pleasantly surprised by the great price and even more delighted when we tasted the produce.  It is hard to imagine how they can put so much great flavor in such a little container.
A2TS09JCXNV1VD,5,Grove Square Cappuccino Cups were excellent. Tasted really good right from the Keurig brewer with nothing added.  wWould highly recommend.  RCCJR
A10F8SCFU02FX8,5,"This K-Cup coffee is very flavorful, it tastes great straight away. No need  for cream or sweetener. I will purchase more in the future."
A31G9QOL395LV1,5,"You deserve this.....it is delicious,you,ll love your new coffee maker when you use this.Buy it Try it You,ll be back for more."
ANDCFU8FAQY3Z,5,"This is absolutely as good as French vanilla cappuccino that is bought from machines in stores and a very good price as well.<br /><br />Can't keep this at home, my whole family drinks it.<br /><br />Wonderful products, great taste and great price!"
A3K9QK5VTOWDQA,4,"For 11 bucks a box, I was not expecting this to taste like gourmet Coffee shop coffee... lets be reasonable people, you get what you pay for .... for less than 50 cents a cup, you have to expect something less than what you'd get even at the gas station for a buck a cup... I thought this was on par, if not better, than some convenience store coffee drinks I've gotten in the past. I know a lot of people have issue with the ingredient list containing hydrogenated oils, or whatever, but this is exactly why you should buy something in person first before doing so online.  (Or else google the list of ingredients, which is what I would have done had little things like that concerned me) I took off one star because the sucralose seems to give it an slightly displeasing aftertaste, but thats true of all artificial sweeteners for me."
ACNOKEZBIF2G1,5,"Having received a new Keurig brewer during the holidays, I was disappointed that the company no longer carries cappuccino cups. Voila! Amazon & Grove Square to the rescue. Good flavor and value. Signed up for automatic delivery, too."
ADC0EULMB2LCF,5,"I Bought This To Try Because It Was Cheap!<br />It Tastes As Good As The Coffee Shop I Visit.<br />So Good, That It Is Now On, My Subscribe and Save.<br />Do Not Want To Run Out!"
A11LTFLINBPO74,5,"These are so tasty, it's similar to the kind of capuccino you might get from a gas station vending machine. I'm not a huge coffee drinker though, so these are more of a treat. It's nice to not have to add creamer to it when I'm in a hurry. I definitely recommend these unless you're a coffee snob. :)"
A1TF3OO7KWJG3D,4,Quick and Easy and so yummy. Add a few marshmallows on top and you have yourself a wonderful cappuccino...add a little creamer to jazz it up!
A1L1UVR3D0H2S6,5,"Its been a long time since I've enjoyed my morning coffee. This has a great taste and very soothing.<br />It doesn't need anything added.  Make your cup and walk away, no sugar or milk needed."
A2TKQNUQYC95WK,5,"Delicious!  A drink both my husband and I can both agree on.  I especially like that you brew and go, no creamer or sugar needed."
A11Z5RLFUV9MNT,1,Was so excited to see Cappuccino Cups offered by Amazon....after one sip of this stuff I knew that something was wrong.  It would have been very helpful for there to have been a warning on the box that it contained sucrolose...which is a substance that I do not wish to put into my body.  Very disappointed in this product.
A28A05AP8085T6,5,"I tried the Gloria Jean's cappuccino and was disappointed.  It was not bad, it just didnt taste like  or have the texture of cappuccino.<br /><br />This stuff does indeed taste like gas station instatnt cappuccino but I would not expect a real cappuccino to come out of an instant coffee machine (which is really what the Kuerig is).  That is just not realistic.<br /><br />This product actually does taste like cappuccino and has the foam.  Considering its coming out of a K cup, that is good enough to impress me.  When I want real cappuccino, I will break out whole beans and my frother.  When I want a quick cappuccino fix, I will use this."
A3FO8Z83H5AA1C,5,"I tried the French vanilla cappuccino and it tastes great, but it is a kcup filled with a powder not a ground coffe, I will definitely buy again."
A1ED1CT966J33V,5,"This taste more like French Vanilla Hot Cocoa than coffee, and I was pleasantly surprised! It still has enough coffee taste that you realize it does have some in it, but it's smooth and creamy like Hot Cocoa. I've become a quick fan, and like it so much that I'm gonna sign up for the subscribe & save to receive a box every two months. Since the coffee taste isn't too overpowering, it makes an amazing drink for a cold winter night. Perfect something to warm you up!<br /><br />P.S<br />Top it with some whip cream, DELICIOUS!"
A3L0TIXDIKFKA0,1,"I had to come back to edit my review after originally giving this product 5 stars.  Something has gone terribly wrong with this product.  I used to love it,  but now they are just terrible.  I don't know if they changed the formula or what the problem is, but there is a terrible after taste that never used to be there before.  I've heard other customers complain about it, but I had no idea what they were talking about.  I thought they were crazy.  Turns out they were right!  Not every cup, but at least 1/2 of the last shipment had cappuchino's cups that had a very bad after taste.  Why not all?  Can't tell you. When they taste bad they taste really bad and I found myself not even being able to finish.  I'm so dissapointed...."
A2UWUJICU1VWZ1,4,"I had read other reviews where this was not fancy cappuccino, but more like gas station cappuccino. I have to agree. That's what I wanted. I am very happy with the flavor and simplicity of popping into the Keurig. Can have it made without having to make a stop on my way in the morning."
A16UEACSB86961,2,"I tried this coffee,if you love teeth grinding sweetness, this one's for you.  Unfortunately, I found it too sweet for my taste.  Just so you know."
AOWU486S1X8QJ,5,"I am not one of the super picky coffee people out there.  Before my favorite coffee was from Starbucks, the Caramel Machiato.  But I absolutely LOVE this coffee.  I don't really care that it is instant, because I think it tastes really good.  My favorite thing is that on the medium Keurig setting I do not have to do a thing to it to enjoy it.  No sugar, no cream, no nothing.  Just pop the K-cup in, hit the button and enjoy.  If you are not a really big coffee snob and like sweet flavored coffees you might love this one, I do."
A18M0KQ6RPH2JD,2,"I was so excited to see this product (Grove Square Hazelnut Cappuccino) for my beloved Keurig.  I usually brew flavored coffee into a mug of heated milk & a touch of sugar.  I thought this would be a step faster & a step up from my usual morning cup.  I was dismayed to read that the first ingredient is partially hydrogenated vegetable oil, but I figured I'd make the small nutritional sacrifice in the name of morning caffeine happiness.  Well, it turns out the taste is nothing like a true cappuccino, but almost identical to a convenience store (7/11) machine cappuccino.  If you love that flavor, you'll love this k-cup.  I thought those instant-flavored coffees were GREAT when I was a college student!)<br /><br />Another complaint about this new k-cup is that the box suggests you run a hot water cycle (sans k-cup) after making the cappuccino.  I presume this is to rinse out any dairy or sugar product which could muck up your machine.  I'm glad for the tip, but wish I didn't have to run down the water in my reservoir.<br /><br />I'd hate to throw this coffee out, so this morning I brewed a cup of this and then followed it with a plain coffee k-cup.  It isn't as sweet and has more ""real"" coffee in it, but it still tastes very artificial.  FYI: In addition to the artificial dairy & sweeteners, the cappuccino uses instant coffee.)"
A2V3WSIGB6ZU61,1,This coffee is so sweet that I could not take another sip. I am quite unhappy.  I don't know what to do with it now. I would not recommend to anyone.
AI8G4H0F93SJB,5,I got this to have at work and it's great because usually I need something sweet after lunch...and it is very sweet.  Even better is that I don't have to remember to bring milk or sugar or a spoon to work because it has everything in it!
A2TI22VQTASEG,5,I love the great taste of these K-Cups. I just reorder for the 3rd time and I am trying the other flavors.
A1XZV46KL9IKQ0,5,"This stuff is amazing.  We just got it a few days ago and my husband I only have a few pods left.  I so wish I had ordered at least 4 boxes when it was on sale.  Buy it, you will not be sorry!!"
A9CZTVNV2VSUL,5,Found this great coffee for Keurig coffee makers. I still can't believe Amazon is the only place you can find it. It tastes great and the price is great. I don't need anymore creamers because this coffee gives me exactly what I want. Nice and creamy which is delicious.<br /><br />Use the small cup because the bigger cup will water it down and it isn't too great that way.<br /><br />LOVE IT!!
A2M7I59W4FL4YT,5,"This product was just what I was looking for.  For those complaining of the taste, YES it does taste like something that comes out of those machines in convenience stores!  But that is just what I was hoping for, and got."
A2SPSOGIL10R0H,4,"This is not a drink or something I drink every day, But when I feel the need for a yummy treat I love it"
A3BS2BKKP5Z1M5,5,"I have been drinking this coffee for two months now, and I have signed up for subscription service. It tastes very much like a vanilla latte from Starbucks. This is now my favorite coffee."
A2OR25DTWOZZL2,3,"I thought the flavor was decent, but that it just reminded my husband and I too much of something we would buy at our local gas station. This specific K-cup only makes a very small cup before turning into just dumping water, and therefore was never sufficient for my husband to drink. I should have read the reviews before purchasing, as it seems that others are having some similar feelings!"
AEYIW1K9RL2VB,5,I love this item for keurig coffee makers. Its delicious and I would definately order from this seller again. I would like to try other flavors from the same seller.
A1UC50DYFPSXYD,4,"I love these! They are so cheap, but so tasty! My husband thinks they are way too sweet, but I love them! They don't have a huge coffe flavor, so they are a bit sweeter than an actual cappuccino. Regardless, they are very tasty and at this price, who can complain? Their hot chocolate is pretty good too."
AYLFDTDV6YY6,2,Sucralose aka Splenda is an artificial sweetener.<br />I do not buy any artificially sweetened product knowingly.<br />Unfortunately I did not see this on the ingredient list.<br />Luckily I can taste it (yuck) and dumped it.<br /><br />The Chai Latte is another one that is artificially sweetened.
A3H7X9EFF9RK4J,5,"These are oh so delicious! Ok, if you're looking for strong coffee don't get this. If you're looking for deliciousness that feels like dessert, then this is the k-cup for you. Seriously. I'll make one of these when I'm in the mood for dessert and it totally satisfies my sweet tooth. It's got the perfect balance of hazelnut and coffee taste. Not too much, not too little. And the best thing? The freakin price! It comes out to approx. 54 cents a k-cup! Delicious little bargain, that's what it is."
A2T9OI5QQ0EIOS,5,this is really good like others are saying just like the gas station ones. but alot cheaper I use two for a large togo cup<br />but again it is really good.
ARGCDATN5BV8V,2,"If you're expecting a real cup of cappuccino you'll be disappointed. This isn't a creamy, frothy cappuccino, at best it's the same as the powdered ""gas station"" cappuccino you can buy at, well, the gas station. If you read the ingredients you'll see ""instant coffee"" listed, as well as artificial sweetners.<br /><br />I don't really mind this kind of cappuccino-ish drink once in a while, but be prepared for a very sweet drink. In addition to the super sweet flavor it was the only kCup I've ever had explode, and the company wasn't really interested in hearing about it.<br /><br />This flavor is something I definately won't be purchasing again, and the ones I have left are my emergency stash for when I'm out of everything else and unable to go to the store."
A1P9W8TAEHO4DF,5,Looking for great coffee at a great price?  This is it. K-cups are expensive but this coffee is great tasting at a great price when purchased from Amazon
ALHX4DKHGQD4Z,5,"These k cups are awesome. They taste very similar to the French vanilla in machines at corporate chains, like 7-11.  We have be very pleased with the flavor. It's a winner."
A1XNHRL5TPXK6N,4,This is a great coffee as long as you read the box and only use the 8oz setting on your coffee make. Otherwise it will taste watered down. Also it is an instant coffee so dont be surprised by it.
A2X59KUO8Z5JUB,5,"There's only one word to describe this.............. Yummy!  You won't be disappointed if you love latte type drinks.  It is a ""sweet"" drink."
AB14J41MYFJ22,5,"Actually this is for my wife who ordered these K-cups for herself. She has already ststed she will reorder more. Loves the cappuccino, I lkie it too."
A2J9QM7FWGTJY5,4,No cream or sugar added to this.  Nice and sweet and goes down smooth.  Set it up to receive automatically every month!
A3CVU2S373RZE,5,"We bought a pack of thee to try. The first cup my husband made me he made on the bigger than regular size and it tasted a little watered down. I tried it today and did it on the reg. size cup setting and it was perfect. I would suggest that if you want more to use a bigger cup, but do 2 KCups and brew it once each. Defintely will buy again! And it's not too sweet!"
A37T7OGE2NM686,2,"Tolerable taste, intolerable ingredients. It comes out looking more like milk than coffee, and tastes watered down. If you let it sit for more than a couple minutes, it starts to seperate. I would not recommend."
A2GFILBZS1L1UM,5,I ordered the french vanilla cappuccino and it is the best!!! I'll never buy any other cappuccino. I love tim hortons french vanilla and im telling you this is just as good if not better!!!! highly recommend it!
A23M4OJ8M461OW,5,"Ive yet to try other cappuccino flavors, but this one is awesome..No need for sugar OR milk. Just fill your cup and go!"
A3SK6YLA9PYG4O,5,I have tried several different brands of French Vanilla Cappuccino. But when I tried Grove Square French Vanilla<br />Cappuccino it was the best I have ever tasted!
A2ON0QGD89SSP8,4,I really like the Grove Square Cappuccino - I hope they continue at good prices.  I will be getting more - I have all 3 flavors - maybe you can make some more flavors.
ARC1QGK5S7WDF,5,was very surprised by how great it tastes.  thought that maybe it would be watery tasting but its not :)
